pin,slack
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[17]:Y,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[16]:A,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[16]:B,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[16]:C,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[16]:Y,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_9:B,2800
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_9:IPB,2800
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_9:IPC,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_9:IPD,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_status/b7_OSr_J90_RNO:A,8360
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_status/b7_OSr_J90_RNO:Y,8360
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_0_a2[3]:A,2304
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_0_a2[3]:B,7377
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_0_a2[3]:Y,2304
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r0[20]:CLK,
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r0[20]:D,
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r0[20]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[19]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[19]:D,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[19]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[19]:Q,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b7_nYJ_BFM[2]:CLK,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b7_nYJ_BFM[2]:D,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b7_nYJ_BFM[2]:EN,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b7_nYJ_BFM[2]:Q,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b7_nYJ_BFM[2]:SLn,
valid_ibuf/U_IOIN:Y,
valid_ibuf/U_IOIN:YIN,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[3]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[3]:D,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[3]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[3]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[32]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[32]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[32]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[32]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[32]:SLn,
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b11_oRB_MqCD2_y_11_3:A,7574
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b11_oRB_MqCD2_y_11_3:B,7531
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b11_oRB_MqCD2_y_11_3:C,7459
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b11_oRB_MqCD2_y_11_3:D,7415
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b11_oRB_MqCD2_y_11_3:Y,7415
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b5_uU_cL:CLK,6693
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b5_uU_cL:D,8164
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b5_uU_cL:Q,6693
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b9_v_mzCDYXsc_7:A,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b9_v_mzCDYXsc_7:B,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b9_v_mzCDYXsc_7:Y,
ident_coreinst/IICE_INST/b3_SoW/m54_m3_0_a2_0_0:A,
ident_coreinst/IICE_INST/b3_SoW/m54_m3_0_a2_0_0:B,
ident_coreinst/IICE_INST/b3_SoW/m54_m3_0_a2_0_0:C,
ident_coreinst/IICE_INST/b3_SoW/m54_m3_0_a2_0_0:Y,
ident_coreinst/output_leds_INST/b5_nUTGT/b6_nUT_fF_0_o3_i_a3:A,731
ident_coreinst/output_leds_INST/b5_nUTGT/b6_nUT_fF_0_o3_i_a3:B,696
ident_coreinst/output_leds_INST/b5_nUTGT/b6_nUT_fF_0_o3_i_a3:Y,696
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b8_uUT_CqMr_RNO[1]:A,3362
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b8_uUT_CqMr_RNO[1]:B,6597
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b8_uUT_CqMr_RNO[1]:C,1658
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b8_uUT_CqMr_RNO[1]:D,3192
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b8_uUT_CqMr_RNO[1]:Y,1658
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[5]:CLK,5045
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[5]:D,1430
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[5]:EN,562
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[5]:Q,5045
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[17]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[17]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[17]:Q,
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNIMIFUU1[1]:A,7005
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNIMIFUU1[1]:B,3119
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNIMIFUU1[1]:C,1147
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNIMIFUU1[1]:Y,1147
ident_coreinst/comm_block_INST/jtagi/b8_nv_ZmCtY:A,
ident_coreinst/comm_block_INST/jtagi/b8_nv_ZmCtY:B,
ident_coreinst/comm_block_INST/jtagi/b8_nv_ZmCtY:C,
ident_coreinst/comm_block_INST/jtagi/b8_nv_ZmCtY:Y,
ident_coreinst/output_leds_INST/b3_SoW/b12_2_St6KCa_jHv_RNIP3UDR1[2]:B,7924
ident_coreinst/output_leds_INST/b3_SoW/b12_2_St6KCa_jHv_RNIP3UDR1[2]:CC,965
ident_coreinst/output_leds_INST/b3_SoW/b12_2_St6KCa_jHv_RNIP3UDR1[2]:P,7924
ident_coreinst/output_leds_INST/b3_SoW/b12_2_St6KCa_jHv_RNIP3UDR1[2]:S,965
ident_coreinst/output_leds_INST/b3_SoW/b12_2_St6KCa_jHv_RNIP3UDR1[2]:Y3,
ident_coreinst/output_leds_INST/b3_SoW/b12_2_St6KCa_jHv_RNIP3UDR1[2]:Y3A,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[8]:CLK,5955
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[8]:D,1430
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[8]:EN,562
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[8]:Q,5955
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b3_PfG[13]:CLK,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b3_PfG[13]:D,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b3_PfG[13]:EN,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b3_PfG[13]:Q,
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO_5:A,
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO_5:B,
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO_5:C,
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO_5:Y,
ident_coreinst/comm_block_INST/jtagi/b10_8Kz_rKlrtX_RNIBCIE5/U0:A,
ident_coreinst/comm_block_INST/jtagi/b10_8Kz_rKlrtX_RNIBCIE5/U0:Y,
ident_coreinst/output_leds_INST/b5_nUTGT/b5_iSWcC_1_2_0_.N_72_i:A,
ident_coreinst/output_leds_INST/b5_nUTGT/b5_iSWcC_1_2_0_.N_72_i:B,
ident_coreinst/output_leds_INST/b5_nUTGT/b5_iSWcC_1_2_0_.N_72_i:C,
ident_coreinst/output_leds_INST/b5_nUTGT/b5_iSWcC_1_2_0_.N_72_i:Y,
master/un1_inValid:A,7513
master/un1_inValid:B,
master/un1_inValid:Y,7513
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/un5_b12_oFTt_v5rb3b4[5]:A,2566
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/un5_b12_oFTt_v5rb3b4[5]:B,2529
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/un5_b12_oFTt_v5rb3b4[5]:Y,2529
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[19]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[19]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[19]:Q,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[6]:CLK,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[6]:D,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[6]:EN,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[6]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/runstart_d_RNIG1IJL:A,5314
ident_coreinst/IICE_INST/b5_nUTGT/runstart_d_RNIG1IJL:B,1068
ident_coreinst/IICE_INST/b5_nUTGT/runstart_d_RNIG1IJL:C,996
ident_coreinst/IICE_INST/b5_nUTGT/runstart_d_RNIG1IJL:D,35
ident_coreinst/IICE_INST/b5_nUTGT/runstart_d_RNIG1IJL:Y,35
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:CC[0],
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:CC[1],1337
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:CC[2],1303
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:CC[3],1190
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:CC[4],1140
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:CC[5],1111
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:CC[6],1158
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:CC[7],1112
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:CC[8],1077
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:CC[9],1135
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:P[0],1077
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:P[1],7795
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:P[2],7863
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:P[3],7924
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:P[4],7873
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:P[5],7931
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:P[6],7952
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:P[7],7921
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:P[8],7984
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:P[9],
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:Y3A[0],
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:Y3A[1],
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:Y3A[2],
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:Y3A[3],
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:Y3A[4],
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:Y3A[5],
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:Y3A[6],
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:Y3A[7],
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:Y3A[8],
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:Y3A[9],
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:Y3[0],
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:Y3[1],
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:Y3[2],
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:Y3[3],
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:Y3[4],
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:Y3[5],
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:Y3[6],
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:Y3[7],
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:Y3[8],
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI26GP13[1]_CC_0:Y3[9],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_21:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_21:IPB,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_21:IPC,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_21:IPD,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_21:Y,
ident_coreinst/output_leds_INST/b5_nUTGT/b3_nfs[3]:CLK,722
ident_coreinst/output_leds_INST/b5_nUTGT/b3_nfs[3]:D,9110
ident_coreinst/output_leds_INST/b5_nUTGT/b3_nfs[3]:Q,722
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[1]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[1]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[1]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[1]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[1]:SLn,
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[4]:CLK,2424
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[4]:D,9110
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[4]:Q,2424
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0[5]:A,3320
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0[5]:B,8303
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0[5]:C,-10
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0[5]:D,1544
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0[5]:Y,-10
slave/ready:CLK,7513
slave/ready:D,8363
slave/ready:Q,7513
ident_coreinst/output_leds_INST/b8_uKr_IFLY/b8_ubTt3_YG_0_a2:A,
ident_coreinst/output_leds_INST/b8_uKr_IFLY/b8_ubTt3_YG_0_a2:B,
ident_coreinst/output_leds_INST/b8_uKr_IFLY/b8_ubTt3_YG_0_a2:Y,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[17]:CLK,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[17]:D,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[17]:EN,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[17]:Q,
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_13:B,2771
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_13:C,
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_13:IPB,2771
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_13:IPC,
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_13:IPD,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[5]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[5]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[5]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[5]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[5]:SLn,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_33:IPB,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_33:IPC,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_33:IPD,
inSwitch_ibuf[1]/U_IOIN:Y,
inSwitch_ibuf[1]/U_IOIN:YIN,
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO:A,
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO:B,
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO:C,
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO:Y,
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_o3_0_o2_0_o3[8]:A,1496
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_o3_0_o2_0_o3[8]:B,
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_o3_0_o2_0_o3[8]:Y,1496
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[3]:CLK,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[3]:D,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[3]:EN,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[3]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/b3_nUT[4]:CLK,3347
ident_coreinst/IICE_INST/b5_nUTGT/b3_nUT[4]:D,
ident_coreinst/IICE_INST/b5_nUTGT/b3_nUT[4]:Q,3347
ident_coreinst/IICE_INST/b5_nUTGT/b3_nUT[4]:SLn,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[12]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[12]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[12]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[12]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[12]:SLn,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[18]:A,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[18]:B,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[18]:C,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[18]:Y,
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.un3_b12_oFTt_v5rb3b4_i_a3_1_0:A,3258
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.un3_b12_oFTt_v5rb3b4_i_a3_1_0:B,2371
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.un3_b12_oFTt_v5rb3b4_i_a3_1_0:C,
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.un3_b12_oFTt_v5rb3b4_i_a3_1_0:D,3062
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.un3_b12_oFTt_v5rb3b4_i_a3_1_0:Y,2371
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_PKFoLX_ab_0_a2:A,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_PKFoLX_ab_0_a2:B,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_PKFoLX_ab_0_a2:Y,
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.un3_b12_oFTt_v5rb3b4_i_a3_4_0:A,3300
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.un3_b12_oFTt_v5rb3b4_i_a3_4_0:B,
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.un3_b12_oFTt_v5rb3b4_i_a3_4_0:C,2418
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.un3_b12_oFTt_v5rb3b4_i_a3_4_0:D,3104
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.un3_b12_oFTt_v5rb3b4_i_a3_4_0:Y,2418
ident_coreinst/IICE_INST/b8_uKr_IFLY/b3_PLF_0_a8_0_0:A,
