pin,slack
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[30]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[30]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[30]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[30]:SLn,
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_15:B,2758
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_15:C,
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_15:IPB,2758
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_15:IPC,
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_15:IPD,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[1]:A,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[1]:B,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[1]:C,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[1]:Y,
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r1[12]:CLK,
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r1[12]:D,
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r1[12]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[12]:A,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[12]:B,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[12]:C,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[12]:Y,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[10]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[10]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[10]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[10]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[10]:SLn,
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_3_UIREG_3:A,
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_3_UIREG_3:Y,
ident_coreinst/IICE_INST/b3_SoW/b8_jAA_KlCO:CLK,8326
ident_coreinst/IICE_INST/b3_SoW/b8_jAA_KlCO:D,1557
ident_coreinst/IICE_INST/b3_SoW/b8_jAA_KlCO:Q,8326
ident_coreinst/comm_block_INST/jtagi/b10_nv_ywKMm9X:A,
ident_coreinst/comm_block_INST/jtagi/b10_nv_ywKMm9X:B,
ident_coreinst/comm_block_INST/jtagi/b10_nv_ywKMm9X:C,
ident_coreinst/comm_block_INST/jtagi/b10_nv_ywKMm9X:Y,
ident_coreinst/IICE_INST/b5_nUTGT/un22_i_a3_2[0]:A,2591
ident_coreinst/IICE_INST/b5_nUTGT/un22_i_a3_2[0]:B,2589
ident_coreinst/IICE_INST/b5_nUTGT/un22_i_a3_2[0]:C,2512
ident_coreinst/IICE_INST/b5_nUTGT/un22_i_a3_2[0]:Y,2512
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNO[8]:B,8190
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNO[8]:CC,1135
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNO[8]:P,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNO[8]:S,1135
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNO[8]:Y3,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNO[8]:Y3A,
clk_ibuf/U_IOIN:Y,
clk_ibuf/U_IOIN:YIN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[29]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[29]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[29]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[29]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[29]:SLn,
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[9]:CLK,2781
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[9]:D,9081
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[9]:Q,2781
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[9]:SLn,2082
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[20]:CLK,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[20]:D,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[20]:EN,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[20]:Q,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[11]:CLK,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[11]:D,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[11]:EN,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[11]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0_a3_2[2]:A,1507
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0_a3_2[2]:B,6571
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0_a3_2[2]:Y,1507
ident_coreinst/IICE_INST/b3_SoW/b8_FZFFLXYE[4]:CLK,
ident_coreinst/IICE_INST/b3_SoW/b8_FZFFLXYE[4]:D,9087
ident_coreinst/IICE_INST/b3_SoW/b8_FZFFLXYE[4]:EN,1471
ident_coreinst/IICE_INST/b3_SoW/b8_FZFFLXYE[4]:Q,
ident_coreinst/IICE_INST/b3_SoW/b8_FZFFLXYE[4]:SLn,8014
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[19]:A,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[19]:B,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[19]:C,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[19]:Y,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2_r[0]:A,2346
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2_r[0]:B,8309
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2_r[0]:Y,2346
ident_coreinst/output_leds_INST/b5_nUTGT/un22_i_a3_0_a2_2[0]:A,2638
ident_coreinst/output_leds_INST/b5_nUTGT/un22_i_a3_0_a2_2[0]:B,2583
ident_coreinst/output_leds_INST/b5_nUTGT/un22_i_a3_0_a2_2[0]:C,2535
ident_coreinst/output_leds_INST/b5_nUTGT/un22_i_a3_0_a2_2[0]:Y,2535
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b9_v_mzCDYXs_RNIAJ4MP[0]:A,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b9_v_mzCDYXs_RNIAJ4MP[0]:B,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b9_v_mzCDYXs_RNIAJ4MP[0]:C,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b9_v_mzCDYXs_RNIAJ4MP[0]:D,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b9_v_mzCDYXs_RNIAJ4MP[0]:Y,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s_cry[6]:B,7216
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s_cry[6]:CC,7090
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s_cry[6]:P,7216
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s_cry[6]:S,7090
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s_cry[6]:Y3,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s_cry[6]:Y3A,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[16]:A,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[16]:B,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[16]:C,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[16]:Y,
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r0[3]:CLK,
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r0[3]:D,
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r0[3]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG_RNO[5]:A,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG_RNO[5]:B,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG_RNO[5]:C,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG_RNO[5]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG_RNO[5]:Y,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[4]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[4]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[4]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[4]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[4]:SLn,
clk_ibuf/U_IOPAD:PAD,
clk_ibuf/U_IOPAD:Y,
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r0[10]:CLK,
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r0[10]:D,
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r0[10]:Q,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[16]:A,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[16]:B,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[16]:C,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[16]:Y,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/src_ack:CLK,7489
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/src_ack:D,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/src_ack:Q,7489
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/src_ack:SLn,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO_2:A,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO_2:B,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO_2:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO_2:Y,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[10]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[10]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[10]:Q,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s[3]:CLK,6490
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s[3]:D,1364
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s[3]:EN,448
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s[3]:Q,6490
ident_coreinst/output_leds_INST/b3_SoW/m8:A,
ident_coreinst/output_leds_INST/b3_SoW/m8:B,
ident_coreinst/output_leds_INST/b3_SoW/m8:C,
ident_coreinst/output_leds_INST/b3_SoW/m8:D,
ident_coreinst/output_leds_INST/b3_SoW/m8:Y,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk1.genblk1.b13_PLy_2grFt_FH9[6]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk1.genblk1.b13_PLy_2grFt_FH9[6]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk1.genblk1.b13_PLy_2grFt_FH9[6]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk1.genblk1.b13_PLy_2grFt_FH9[6]:Q,
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3ce[5]:A,1522
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3ce[5]:B,2385
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3ce[5]:C,1496
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3ce[5]:Y,1496
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s[4]:CLK,7021
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s[4]:D,1364
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s[4]:EN,448
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s[4]:Q,7021
ident_coreinst/output_leds_INST/b5_nUTGT/b3_nfs[4]:CLK,1308
ident_coreinst/output_leds_INST/b5_nUTGT/b3_nfs[4]:D,9110
ident_coreinst/output_leds_INST/b5_nUTGT/b3_nfs[4]:Q,1308
outBit1_obuf/U_IOTRI:D,
outBit1_obuf/U_IOTRI:DOUT,
outBit1_obuf/U_IOTRI:EOUT,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b5_m3_0:A,6471
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b5_m3_0:B,-85
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b5_m3_0:C,6383
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b5_m3_0:Y,-85
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[26]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[26]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[26]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[26]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[26]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[4]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[4]:D,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[4]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[4]:Q,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[5]:CLK,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[5]:D,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[5]:EN,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[5]:Q,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_vbTtJX_ab_0_a2:A,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_vbTtJX_ab_0_a2:B,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_vbTtJX_ab_0_a2:C,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_vbTtJX_ab_0_a2:Y,
ident_coreinst/output_leds_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[20]:CLK,
ident_coreinst/output_leds_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[20]:D,
ident_coreinst/output_leds_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[20]:EN,
ident_coreinst/output_leds_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[20]:Q,
ident_coreinst/output_leds_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[20]:SLn,
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[11]:CLK,731
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[11]:D,2306
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[11]:Q,731
ident_coreinst/output_leds_INST/b3_SoW/b12_2_St6KCa_jHv[6]:CLK,7415
ident_coreinst/output_leds_INST/b3_SoW/b12_2_St6KCa_jHv[6]:D,887
ident_coreinst/output_leds_INST/b3_SoW/b12_2_St6KCa_jHv[6]:Q,7415
ident_coreinst/output_leds_INST/b3_SoW/b12_2_St6KCa_jHv[6]:SLn,1264
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[8]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[8]:D,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[8]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[8]:Q,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[13]:CLK,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[13]:D,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[13]:EN,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[13]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr[0]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr[0]:D,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr[0]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr[0]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[2]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[2]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[2]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[2]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[2]:SLn,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b11_nFG0rDY_9e2_r:A,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b11_nFG0rDY_9e2_r:B,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b11_nFG0rDY_9e2_r:C,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b11_nFG0rDY_9e2_r:Y,
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_3_UDRCAP:A,
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_3_UDRCAP:Y,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[11]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[11]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[11]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[11]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[11]:SLn,
ident_coreinst/output_leds_INST/b4_PfFz/b5_PbrtL/b6_OKctIF[0]:CLK,
ident_coreinst/output_leds_INST/b4_PfFz/b5_PbrtL/b6_OKctIF[0]:D,
ident_coreinst/output_leds_INST/b4_PfFz/b5_PbrtL/b6_OKctIF[0]:EN,
ident_coreinst/output_leds_INST/b4_PfFz/b5_PbrtL/b6_OKctIF[0]:Q,
ident_coreinst/output_leds_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[9]:CLK,
ident_coreinst/output_leds_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[9]:D,
ident_coreinst/output_leds_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[9]:EN,
ident_coreinst/output_leds_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[9]:Q,
ident_coreinst/output_leds_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[9]:SLn,
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_0_a2_0_0[4]:A,7563
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_0_a2_0_0[4]:B,7508
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_0_a2_0_0[4]:C,7455
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_0_a2_0_0[4]:Y,7455
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[7]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[7]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[7]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[7]:Q,
rstn_ibuf/U_IOPAD:PAD,
rstn_ibuf/U_IOPAD:Y,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.un8_b7_nYhI39s:A,5992
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.un8_b7_nYhI39s:B,5955
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.un8_b7_nYhI39s:C,5001
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.un8_b7_nYhI39s:D,5001
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.un8_b7_nYhI39s:Y,5001
ident_coreinst/IICE_INST/b3_SoW/b8_jAA_KlCO_r:A,7324
ident_coreinst/IICE_INST/b3_SoW/b8_jAA_KlCO_r:B,8326
ident_coreinst/IICE_INST/b3_SoW/b8_jAA_KlCO_r:C,1557
ident_coreinst/IICE_INST/b3_SoW/b8_jAA_KlCO_r:D,2289
ident_coreinst/IICE_INST/b3_SoW/b8_jAA_KlCO_r:Y,1557
ident_coreinst/output_leds_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[21]:CLK,
ident_coreinst/output_leds_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[21]:D,
ident_coreinst/output_leds_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[21]:EN,
ident_coreinst/output_leds_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[21]:Q,
ident_coreinst/output_leds_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[21]:SLn,
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY_RNI1ESND1:A,2333
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY_RNI1ESND1:B,4965
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY_RNI1ESND1:C,1308
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY_RNI1ESND1:D,1448
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY_RNI1ESND1:Y,1308
slave/outBit3:A,
slave/outBit3:B,8291
slave/outBit3:C,8239
slave/outBit3:Y,8239
ident_coreinst/output_leds_INST/b5_nUTGT/b6_Ocm0rW_0_1[2]:A,1715
ident_coreinst/output_leds_INST/b5_nUTGT/b6_Ocm0rW_0_1[2]:B,1673
ident_coreinst/output_leds_INST/b5_nUTGT/b6_Ocm0rW_0_1[2]:C,823
ident_coreinst/output_leds_INST/b5_nUTGT/b6_Ocm0rW_0_1[2]:Y,823
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[1]:CLK,5992
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[1]:D,1430
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[1]:EN,562
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[1]:Q,5992
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[6]:A,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[6]:B,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[6]:C,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[6]:Y,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[3]:CLK,6756
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[3]:D,9110
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[3]:Q,6756
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b8_uUT_CqMr[1]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b8_uUT_CqMr[1]:D,2364
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b8_uUT_CqMr[1]:EN,8212
