pin,slack
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv[6]:D,1041
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv[6]:Q,5781
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv[6]:SLn,537
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[19]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[19]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[19]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[19]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[19]:SLn,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[6]:CLK,4943
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[6]:D,9111
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[6]:Q,4943
slave/outBit1_r:A,
slave/outBit1_r:B,
slave/outBit1_r:C,
slave/outBit1_r:D,
slave/outBit1_r:Y,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[9]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[9]:D,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[9]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[9]:Q,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[0]:CLK,2915
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[0]:D,9088
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[0]:Q,2915
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[0]:SLn,2952
ident_coreinst/comm_block_INST/jtagi/b9_PLF_6lNa2_1_RNO_3:A,
ident_coreinst/comm_block_INST/jtagi/b9_PLF_6lNa2_1_RNO_3:B,
ident_coreinst/comm_block_INST/jtagi/b9_PLF_6lNa2_1_RNO_3:C,
ident_coreinst/comm_block_INST/jtagi/b9_PLF_6lNa2_1_RNO_3:D,
ident_coreinst/comm_block_INST/jtagi/b9_PLF_6lNa2_1_RNO_3:Y,
ident_coreinst/IICE_INST/b5_nUTGT/un1_b12_uRrc2XfY_rbN10:A,
ident_coreinst/IICE_INST/b5_nUTGT/un1_b12_uRrc2XfY_rbN10:B,
ident_coreinst/IICE_INST/b5_nUTGT/un1_b12_uRrc2XfY_rbN10:C,
ident_coreinst/IICE_INST/b5_nUTGT/un1_b12_uRrc2XfY_rbN10:Y,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/dst_req_d:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/dst_req_d:D,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/dst_req_d:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/dst_req_d:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[18]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[18]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[18]:Q,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[0]:CLK,4823
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[0]:D,9088
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[0]:Q,4823
outBit4_obuf/U_IOPAD:D,
outBit4_obuf/U_IOPAD:E,
outBit4_obuf/U_IOPAD:PAD,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.un8_b7_nYhI39s_6:A,3950
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.un8_b7_nYhI39s_6:B,3913
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.un8_b7_nYhI39s_6:C,3847
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.un8_b7_nYhI39s_6:D,3803
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.un8_b7_nYhI39s_6:Y,3803
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[3]:CLK,537
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[3]:D,3129
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[3]:Q,537
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_m4_0_a2_1:A,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_m4_0_a2_1:B,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_m4_0_a2_1:Y,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO_7:A,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO_7:B,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO_7:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO_7:Y,
clkDiv/counter[17]:CLK,
clkDiv/counter[17]:D,
clkDiv/counter[17]:Q,
clkDiv/counter[17]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/b3_nUT[5]:CLK,3245
ident_coreinst/IICE_INST/b5_nUTGT/b3_nUT[5]:D,
ident_coreinst/IICE_INST/b5_nUTGT/b3_nUT[5]:Q,3245
ident_coreinst/IICE_INST/b5_nUTGT/b3_nUT[5]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b8_uUT_CqMr[3]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b8_uUT_CqMr[3]:D,1827
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b8_uUT_CqMr[3]:EN,8213
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b8_uUT_CqMr[3]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b8_uUT_CqMr[3]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[13]:CLK,2504
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[13]:D,1508
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[13]:Q,2504
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b5_uU_cL_RNID83F8:A,6694
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b5_uU_cL_RNID83F8:B,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b5_uU_cL_RNID83F8:Y,6694
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[5]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[5]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[5]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[5]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[5]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[3]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[3]:D,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[3]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[3]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_RNO_0[2]:A,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_RNO_0[2]:B,1604
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_RNO_0[2]:C,853
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_RNO_0[2]:D,801
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_RNO_0[2]:Y,801
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[23]:CLK,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[23]:D,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[23]:EN,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[23]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b7_OSr_J90:CLK,8323
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b7_OSr_J90:D,8361
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b7_OSr_J90:EN,6694
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b7_OSr_J90:Q,8323
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b7_OSr_J90:SLn,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs[2]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs[2]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs[2]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs[2]:SLn,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[23]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[23]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[23]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[23]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[23]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[2]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[2]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[2]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[13]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[13]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[13]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[13]:Q,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO_1:A,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO_1:B,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO_1:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO_1:Y,
ident_coreinst/IICE_INST/b5_nUTGT/b6_nUT_fF_0_1_RNIHS5SN:A,5472
ident_coreinst/IICE_INST/b5_nUTGT/b6_nUT_fF_0_1_RNIHS5SN:B,278
ident_coreinst/IICE_INST/b5_nUTGT/b6_nUT_fF_0_1_RNIHS5SN:C,402
ident_coreinst/IICE_INST/b5_nUTGT/b6_nUT_fF_0_1_RNIHS5SN:Y,278
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3ce[6]:A,3205
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3ce[6]:B,2266
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3ce[6]:C,1408
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3ce[6]:D,1275
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3ce[6]:Y,1275
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[15]:A,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[15]:B,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[15]:C,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[15]:Y,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[9]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[9]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[9]:Q,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[3]:A,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[3]:B,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[3]:Y,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_31:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_31:IPB,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_31:IPC,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_31:IPD,
ident_coreinst/IICE_INST/b3_SoW/b9_PSyil9s_2_RNI9T37F:A,2367
ident_coreinst/IICE_INST/b3_SoW/b9_PSyil9s_2_RNI9T37F:B,2237
ident_coreinst/IICE_INST/b3_SoW/b9_PSyil9s_2_RNI9T37F:C,7340
ident_coreinst/IICE_INST/b3_SoW/b9_PSyil9s_2_RNI9T37F:Y,2237
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk1.genblk1.b13_PLy_2grFt_FH9[4]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk1.genblk1.b13_PLy_2grFt_FH9[4]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk1.genblk1.b13_PLy_2grFt_FH9[4]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk1.genblk1.b13_PLy_2grFt_FH9[4]:Q,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[14]:A,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[14]:B,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[14]:C,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[14]:Y,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/un5_b5_PRWcJ_axbxc1:A,8335
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/un5_b5_PRWcJ_axbxc1:B,8300
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/un5_b5_PRWcJ_axbxc1:Y,8300
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr[2]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr[2]:D,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr[2]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr[2]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[8]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[8]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[8]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b8_uUT_CqMr_RNO[2]:A,3369
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b8_uUT_CqMr_RNO[2]:B,3332
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b8_uUT_CqMr_RNO[2]:C,2504
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b8_uUT_CqMr_RNO[2]:D,2427
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b8_uUT_CqMr_RNO[2]:Y,2427
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv[4]:CLK,4790
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv[4]:D,1040
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv[4]:Q,4790
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv[4]:SLn,537
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_a3_0_2[9]:A,6490
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_a3_0_2[9]:B,1487
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_a3_0_2[9]:C,603
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_a3_0_2[9]:Y,603
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[24]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[24]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[24]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[0]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[0]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[0]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[0]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[0]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/b8_vABZ3qsY:CLK,402
ident_coreinst/IICE_INST/b5_nUTGT/b8_vABZ3qsY:D,
ident_coreinst/IICE_INST/b5_nUTGT/b8_vABZ3qsY:Q,402
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_3_UDRUPD:A,
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_3_UDRUPD:Y,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_10:Y,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[25]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[25]:D,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[25]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[25]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/cmd_r0[3]:CLK,9111
ident_coreinst/IICE_INST/b5_nUTGT/cmd_r0[3]:D,
ident_coreinst/IICE_INST/b5_nUTGT/cmd_r0[3]:Q,9111
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[7]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[7]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[7]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[7]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[7]:SLn,
outBit1_obuf/U_IOPAD:D,
outBit1_obuf/U_IOPAD:E,
outBit1_obuf/U_IOPAD:PAD,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_5:B,2909
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_5:C,2920
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_5:IPB,2909
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_5:IPC,2920
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_5:IPD,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_RNIT8TC6[6]:A,647
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_RNIT8TC6[6]:B,616
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_RNIT8TC6[6]:Y,616
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0[13]:A,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0[13]:B,6687
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0[13]:C,6609
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0[13]:D,6542
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0[13]:Y,6542
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs[0]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs[0]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs[0]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs[0]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr[4]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr[4]:D,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr[4]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr[4]:Q,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[9]:CLK,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[9]:D,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[9]:EN,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[9]:Q,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIBI8RA3[2]:B,7925
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIBI8RA3[2]:CC,1119
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIBI8RA3[2]:P,7925
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIBI8RA3[2]:S,1119
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIBI8RA3[2]:Y3,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIBI8RA3[2]:Y3A,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[29]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[29]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[29]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[29]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[29]:SLn,
ident_coreinst/IICE_INST/b3_SoW/N_176_a2_1_i_o4:A,
ident_coreinst/IICE_INST/b3_SoW/N_176_a2_1_i_o4:B,
ident_coreinst/IICE_INST/b3_SoW/N_176_a2_1_i_o4:Y,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/un5_b5_PRWcJ_axbxc3:A,8341
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/un5_b5_PRWcJ_axbxc3:B,8300
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/un5_b5_PRWcJ_axbxc3:C,8232
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/un5_b5_PRWcJ_axbxc3:D,8147
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/un5_b5_PRWcJ_axbxc3:Y,8147
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[10]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[10]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[10]:Q,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[15]:CLK,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[15]:D,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[15]:EN,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[15]:Q,
valid_ibuf/U_IOPAD:PAD,
valid_ibuf/U_IOPAD:Y,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[0]:CLK,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[0]:D,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[0]:EN,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[0]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[11]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[11]:D,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[11]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[11]:Q,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[22]:A,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[22]:B,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[22]:C,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[22]:Y,
master/outValid:CLK,8364
master/outValid:D,
master/outValid:Q,8364
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_UIREG_3:A,
